	0	1	2	3
4735	COG5446		P	Inorganic ion transport and metabolism
4736	COG5447		S	Function unknown
4737	COG5448		S	Function unknown
4738	COG5449		S	Function unknown
4739	COG5450		K	Transcription
4740	COG5451		S	Function unknown
4741	COG5452		S	Function unknown
4742	COG5453		S	Function unknown
4743	COG5454		S	Function unknown
4744	COG5455		P	Inorganic ion transport and metabolism
4745	COG5456		P	Inorganic ion transport and metabolism
4746	COG5457		S	Function unknown
4747	COG5458		S	Function unknown
4748	COG5459	Archaeal ribosomal proteins	J	Translation, ribosomal structure and biogenesis
4749	COG5460		S	Function unknown
4750	COG5461		W	Extracellular structures
4751	COG5462		S	Function unknown
4752	COG5463		S	Function unknown
4753	COG5464		L	Replication, recombination and repair
4754	COG5465		R	General function prediction only
4755	COG5466		S	Function unknown
4756	COG5467		S	Function unknown
4757	COG5468		S	Function unknown
4758	COG5469		S	Function unknown
4759	COG5470		S	Function unknown
4760	COG5471		X	Mobilome: prophages, transposons
4761	COG5472		S	Function unknown
4762	COG5473		S	Function unknown
4763	COG5474		C	Energy production and conversion
4764	COG5475		S	Function unknown
4765	COG5476		R	General function prediction only
4766	COG5477		S	Function unknown
4767	COG5478		P	Inorganic ion transport and metabolism
4768	COG5479		M	Cell wall/membrane/envelope biogenesis
4769	COG5480		S	Function unknown
4770	COG5481		S	Function unknown
4771	COG5482		S	Function unknown
4772	COG5483		S	Function unknown
4773	COG5484		S	Function unknown
4774	COG5485		R	General function prediction only
4775	COG5486		S	Function unknown
4776	COG5487		S	Function unknown
4777	COG5488		S	Function unknown
4778	COG5489		S	Function unknown
4779	COG5490		S	Function unknown
4780	COG5491		D	Cell cycle control, cell division, chromosome partitioning
4781	COG5492		R	General function prediction only
4782	COG5493		R	General function prediction only
4783	COG5494		O	Posttranslational modification, protein turnover, chaperones
4784	COG5495		R	General function prediction only
4785	COG5496		R	General function prediction only
4786	COG5497		S	Function unknown
4787	COG5498		G	Carbohydrate transport and metabolism
4788	COG5499		V	Defense mechanisms
4789	COG5500		S	Function unknown
4790	COG5501		S	Function unknown
4791	COG5502		S	Function unknown
4792	COG5503	RNA polymerase	K	Transcription
4793	COG5503	RNA polymerase	V	Defense mechanisms
4794	COG5504		R	General function prediction only
4795	COG5505		S	Function unknown
4796	COG5506		S	Function unknown
4797	COG5507		S	Function unknown
4798	COG5508		S	Function unknown
4799	COG5509		S	Function unknown
4800	COG5510		S	Function unknown
4801	COG5511		X	Mobilome: prophages, transposons
4802	COG5512		R	General function prediction only
4803	COG5513		O	Posttranslational modification, protein turnover, chaperones
4804	COG5514		S	Function unknown
4805	COG5515		S	Function unknown
4806	COG5516		R	General function prediction only
4807	COG5517		Q	Secondary metabolites biosynthesis, transport and catabolism
4808	COG5518		X	Mobilome: prophages, transposons
4809	COG5519		R	General function prediction only
4810	COG5520		M	Cell wall/membrane/envelope biogenesis
4811	COG5521		G	Carbohydrate transport and metabolism
4812	COG5522		S	Function unknown
4813	COG5523		S	Function unknown
4814	COG5524		C	Energy production and conversion
4815	COG5524		T	Signal transduction mechanisms
4816	COG5525		X	Mobilome: prophages, transposons
4817	COG5526		R	General function prediction only
4818	COG5527		X	Mobilome: prophages, transposons
4819	COG5528		S	Function unknown
4820	COG5529		X	Mobilome: prophages, transposons
4821	COG5530		S	Function unknown
4822	COG5531		B	Chromatin structure and dynamics
4823	COG5532		S	Function unknown
4824	COG5533		O	Posttranslational modification, protein turnover, chaperones
4825	COG5534		X	Mobilome: prophages, transposons
4826	COG5542		G	Carbohydrate transport and metabolism
4827	COG5544		S	Function unknown
4828	COG5545		X	Mobilome: prophages, transposons
4829	COG5546		S	Function unknown
4830	COG5547		S	Function unknown
4831	COG5548		S	Function unknown
4832	COG5549		O	Posttranslational modification, protein turnover, chaperones
4833	COG5550		O	Posttranslational modification, protein turnover, chaperones
4834	COG5551	CRISPR-Cas system	V	Defense mechanisms
4835	COG5552		S	Function unknown
4836	COG5553		R	General function prediction only
4837	COG5554		Q	Secondary metabolites biosynthesis, transport and catabolism
4838	COG5555		U	Intracellular trafficking, secretion, and vesicular transport
4839	COG5556		S	Function unknown
4840	COG5557		C	Energy production and conversion
4841	COG5558		X	Mobilome: prophages, transposons
4842	COG5559		S	Function unknown
4843	COG5561		S	Function unknown
4844	COG5562		X	Mobilome: prophages, transposons
4845	COG5563		S	Function unknown
4846	COG5564		S	Function unknown
4847	COG5565		X	Mobilome: prophages, transposons
4848	COG5566		K	Transcription
4849	COG5566		X	Mobilome: prophages, transposons
4850	COG5567		S	Function unknown
4851	COG5568		S	Function unknown
4852	COG5569		P	Inorganic ion transport and metabolism
4853	COG5570		S	Function unknown
4854	COG5571		R	General function prediction only
4855	COG5572		S	Function unknown
4856	COG5573		R	General function prediction only
4857	COG5577		M	Cell wall/membrane/envelope biogenesis
4858	COG5578		S	Function unknown
4859	COG5579		S	Function unknown
4860	COG5580		O	Posttranslational modification, protein turnover, chaperones
4861	COG5581		N	Cell motility
4862	COG5582		S	Function unknown
4863	COG5583		S	Function unknown
4864	COG5584		S	Function unknown
4865	COG5585		X	Mobilome: prophages, transposons
4866	COG5586		S	Function unknown
4867	COG5587		S	Function unknown
4868	COG5588		S	Function unknown
4869	COG5589		S	Function unknown
4870	COG5590		H	Coenzyme transport and metabolism
4871	COG5591		S	Function unknown
4872	COG5592		R	General function prediction only
4873	COG5595		R	General function prediction only
4874	COG5597		M	Cell wall/membrane/envelope biogenesis
4875	COG5598		H	Coenzyme transport and metabolism
4876	COG5599		T	Signal transduction mechanisms
4877	COG5605		C	Energy production and conversion
4878	COG5606		R	General function prediction only
4879	COG5607		S	Function unknown
4880	COG5608		V	Defense mechanisms
4881	COG5609		C	Energy production and conversion
4882	COG5610		R	General function prediction only
4883	COG5611		R	General function prediction only
4884	COG5612		P	Inorganic ion transport and metabolism
4885	COG5613		U	Intracellular trafficking, secretion, and vesicular transport
4886	COG5614		X	Mobilome: prophages, transposons
4887	COG5615		S	Function unknown
4888	COG5616		T	Signal transduction mechanisms
4889	COG5617		R	General function prediction only
4890	COG5618		S	Function unknown
4891	COG5619		S	Function unknown
4892	COG5620		S	Function unknown
4893	COG5621		R	General function prediction only
4894	COG5622		M	Cell wall/membrane/envelope biogenesis
4895	COG5625		K	Transcription
4896	COG5626		S	Function unknown
4897	COG5628		R	General function prediction only
4898	COG5630		E	Amino acid transport and metabolism
4899	COG5631		K	Transcription
4900	COG5632		M	Cell wall/membrane/envelope biogenesis
4901	COG5633		S	Function unknown
4902	COG5634		S	Function unknown
4903	COG5635		T	Signal transduction mechanisms
4904	COG5637		S	Function unknown
4905	COG5639		S	Function unknown
4906	COG5640		O	Posttranslational modification, protein turnover, chaperones
4907	COG5642		S	Function unknown
4908	COG5643		R	General function prediction only
4909	COG5645		S	Function unknown
4910	COG5646		O	Posttranslational modification, protein turnover, chaperones
4911	COG5646		P	Inorganic ion transport and metabolism
4912	COG5649		S	Function unknown
4913	COG5650		S	Function unknown
4914	COG5651		S	Function unknown
4915	COG5652		S	Function unknown
4916	COG5653		N	Cell motility
4917	COG5654		S	Function unknown
4918	COG5655		X	Mobilome: prophages, transposons
4919	COG5658		V	Defense mechanisms
4920	COG5659		X	Mobilome: prophages, transposons
4921	COG5660		T	Signal transduction mechanisms
4922	COG5661		O	Posttranslational modification, protein turnover, chaperones
4923	COG5662		K	Transcription
4924	COG5663		R	General function prediction only
4925	COG5664		O	Posttranslational modification, protein turnover, chaperones
4926	COG5665		K	Transcription
4927	COG5671		C	Energy production and conversion
4928	COG5672		C	Energy production and conversion
4929	COG5673		C	Energy production and conversion
4930	COG5674		C	Energy production and conversion
4931	COG5675		C	Energy production and conversion
4932	COG5676		C	Energy production and conversion
4933	COG5677		C	Energy production and conversion
4934	COG5678		C	Energy production and conversion
4935	COG5679		C	Energy production and conversion
4936	COG5680		C	Energy production and conversion
4937	COG5681		C	Energy production and conversion
4938	COG5682		C	Energy production and conversion
4939	COG5683		C	Energy production and conversion
4940	COG5684		C	Energy production and conversion
4941	COG5685		C	Energy production and conversion
4942	COG5686		C	Energy production and conversion
4943	COG5687		C	Energy production and conversion
4944	COG5688		C	Energy production and conversion
4945	COG5689		C	Energy production and conversion
4946	COG5690		C	Energy production and conversion
4947	COG5691		C	Energy production and conversion
4948	COG5692		C	Energy production and conversion
4949	COG5693		C	Energy production and conversion
4950	COG5694		C	Energy production and conversion
4951	COG5695		C	Energy production and conversion
4952	COG5696		C	Energy production and conversion
4953	COG5701	Photosystem I	C	Energy production and conversion
4954	COG5702	Photosystem I	C	Energy production and conversion
4955	COG5703	Photosystem I	C	Energy production and conversion
4956	COG5704	Photosystem I	C	Energy production and conversion
4957	COG5705	Photosystem I	C	Energy production and conversion
4958	COG5706	Photosystem I	C	Energy production and conversion
4959	COG5707	Photosystem I	C	Energy production and conversion
4960	COG5708	Photosystem I	C	Energy production and conversion
4961	COG5709	Photosystem I	C	Energy production and conversion
4962	COG5710	Photosystem I	C	Energy production and conversion
4963	COG5711	Photosystem I	C	Energy production and conversion
4964	COG5712	Photosystem I	C	Energy production and conversion
4965	COG5713	Photosystem I	C	Energy production and conversion
4966	COG5714	Photosystem I	C	Energy production and conversion
4967	COG5715	Photosystem I	C	Energy production and conversion
4968	COG5716	Photosystem II	C	Energy production and conversion
4969	COG5717	Photosystem II	C	Energy production and conversion
4970	COG5718	Photosystem II	C	Energy production and conversion
4971	COG5719	Photosystem II	C	Energy production and conversion
4972	COG5720	Photosystem II	C	Energy production and conversion
4973	COG5721	Photosystem II	C	Energy production and conversion
4974	COG5722	Photosystem II	C	Energy production and conversion
4975	COG5723	Photosystem II	C	Energy production and conversion
4976	COG5724	Photosystem II	C	Energy production and conversion
4977	COG5725	Photosystem II	C	Energy production and conversion
4978	COG5726	Photosystem II	C	Energy production and conversion
4979	COG5727	Photosystem II	C	Energy production and conversion
4980	COG5728	Photosystem II	C	Energy production and conversion
4981	COG5729	Photosystem II	C	Energy production and conversion
4982	COG5730	Photosystem II	C	Energy production and conversion
4983	COG5731	Photosystem II	C	Energy production and conversion
4984	COG5732	Photosystem II	C	Energy production and conversion
4985	COG5733	Photosystem II	C	Energy production and conversion
4986	COG5734	Photosystem II	C	Energy production and conversion
4987	COG5735	Photosystem II	C	Energy production and conversion
4988	COG5736	Photosystem II	C	Energy production and conversion
4989	COG5737	Photosystem II	C	Energy production and conversion
4990	COG5738	Photosystem II	C	Energy production and conversion
4991	COG5739	Photosystem II	C	Energy production and conversion
4992	COG5740	Photosystem II	C	Energy production and conversion
4993	COG5741	Photosystem II	C	Energy production and conversion
4994	COG5742		C	Energy production and conversion
4995	COG5743	Photosystem I	C	Energy production and conversion
4996	COG5744		C	Energy production and conversion
4997	COG5745	Photosystem I	C	Energy production and conversion
4998	COG5746		H	Coenzyme transport and metabolism
4999	COG5747		H	Coenzyme transport and metabolism
5000	COG5748		H	Coenzyme transport and metabolism
5001	COG5749		H	Coenzyme transport and metabolism
5002	COG5750		T	Signal transduction mechanisms
5003	COG5751		T	Signal transduction mechanisms
5004	COG5752		T	Signal transduction mechanisms
5005	COG5753		H	Coenzyme transport and metabolism
5006	COG5754		H	Coenzyme transport and metabolism
5007	COG5755		H	Coenzyme transport and metabolism
5008	COG5756	FoF1-type ATP synthase	C	Energy production and conversion
5009	COG5757	FoF1-type ATP synthase	C	Energy production and conversion
5010	COG5758		C	Energy production and conversion
5011	COG5758		J	Translation, ribosomal structure and biogenesis
5012	COG5759		H	Coenzyme transport and metabolism
5013	COG5760		C	Energy production and conversion
5014	COG5761		C	Energy production and conversion
5015	COG5762		C	Energy production and conversion
5016	COG5763		C	Energy production and conversion
5017	COG5764		C	Energy production and conversion
5018	COG5764		T	Signal transduction mechanisms
5019	COG5765		C	Energy production and conversion
5020	COG5766		C	Energy production and conversion
5021	COG5767		C	Energy production and conversion
5022	COG5768		C	Energy production and conversion
